"trial_name","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","participant_id","counterbalance_list","study_name","consented","success","timeout","failed_images","failed_audio","failed_video","view_history","fact_id","clip_code","item_number","statement_text","truth_code","truth_value","stimulus_set","is_filler","speaker_id","speaker_label","accent_group","audio_path","slider_start","participant_truth_rating_cm","participant_judgment","truth_scale_min_cm","truth_scale_max_cm","truth_scale_left_label","truth_scale_right_label"
"truth_judgment","3687","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","6","html-slider-response","16","2.1.0","1021402","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F11","F11T","11","Audio item F11","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F11T_audio.webm","7","6","6","0","14","definitely false","definitely true"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F16T_audio.webm","null","audio-keyboard-response","17","2.1.1","1027458","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F16","F16T","16","Audio item F16","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F16T_audio.webm","","","","","","",""
"truth_judgment","3051","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","9","html-slider-response","18","2.1.0","1030510","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F16","F16T","16","Audio item F16","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F16T_audio.webm","7","9","9","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_15F_audio.webm","null","audio-keyboard-response","19","2.1.1","1037759","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","15","15F","15","Audio item 15","F","false","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_15F_audio.webm","","","","","","",""
"truth_judgment","1743","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","8","html-slider-response","20","2.1.0","1039502","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","15","15F","15","Audio item 15","F","false","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_15F_audio.webm","7","8","8","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_2/ftqpxk732r_30F_audio.webm","null","audio-keyboard-response","21","2.1.1","1043491","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","30","30F","30","Audio item 30","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_30F_audio.webm","","","","","","",""
"truth_judgment","2691","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","5","html-slider-response","22","2.1.0","1046183","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","30","30F","30","Audio item 30","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_30F_audio.webm","7","5","5","0","14","definitely false","definitely true"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F13T_audio.webm","null","audio-keyboard-response","23","2.1.1","1050124","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F13","F13T","13","Audio item F13","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F13T_audio.webm","","","","","","",""
"truth_judgment","2222","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","10","html-slider-response","24","2.1.0","1052347","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F13","F13T","13","Audio item F13","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F13T_audio.webm","7","10","10","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_2/ftqpxk732r_46F_audio.webm","null","audio-keyboard-response","25","2.1.1","1056396","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","46","46F","46","Audio item 46","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_46F_audio.webm","","","","","","",""
"truth_judgment","1280","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","4","html-slider-response","26","2.1.0","1057676","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","46","46F","46","Audio item 46","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_46F_audio.webm","7","4","4","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_27T_audio.webm","null","audio-keyboard-response","27","2.1.1","1060964","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","27","27T","27","Audio item 27","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_27T_audio.webm","","","","","","",""
"truth_judgment","4267","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","14","html-slider-response","28","2.1.0","1065232","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","27","27T","27","Audio item 27","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_27T_audio.webm","7","14","14","0","14","definitely false","definitely true"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F3T_audio.webm","null","audio-keyboard-response","29","2.1.1","1068683","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F3","F3T","3","Audio item F3","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F3T_audio.webm","","","","","","",""
"truth_judgment","1485","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","14","html-slider-response","30","2.1.0","1070169","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F3","F3T","3","Audio item F3","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F3T_audio.webm","7","14","14","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_1/ha77v84840_17T_audio.webm","null","audio-keyboard-response","31","2.1.1","1074510","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","17","17T","17","Audio item 17","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_17T_audio.webm","","","","","","",""
"truth_judgment","2006","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","2","html-slider-response","32","2.1.0","1076516","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","17","17T","17","Audio item 17","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_17T_audio.webm","7","2","2","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_2/2j7bwre4ol_48F_audio.webm","null","audio-keyboard-response","33","2.1.1","1081009","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","48","48F","48","Audio item 48","F","false","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_48F_audio.webm","","","","","","",""
"truth_judgment","1259","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","8","html-slider-response","34","2.1.0","1082269","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","48","48F","48","Audio item 48","F","false","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_48F_audio.webm","7","8","8","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_2/2j7bwre4ol_24F_audio.webm","null","audio-keyboard-response","35","2.1.1","1087248","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","24","24F","24","Audio item 24","F","false","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_24F_audio.webm","","","","","","",""
"truth_judgment","10619","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","6","html-slider-response","36","2.1.0","1097868","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","24","24F","24","Audio item 24","F","false","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_24F_audio.webm","7","6","6","0","14","definitely false","definitely true"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F14F_audio.webm","null","audio-keyboard-response","37","2.1.1","1103077","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F14","F14F","14","Audio item F14","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F14F_audio.webm","","","","","","",""
"truth_judgment","18145","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","9","html-slider-response","38","2.1.0","1121222","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F14","F14F","14","Audio item F14","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F14F_audio.webm","7","9","9","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_1/ha77v84840_5F_audio.webm","null","audio-keyboard-response","39","2.1.1","1126624","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","5","5F","5","Audio item 5","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_5F_audio.webm","","","","","","",""
"truth_judgment","1095","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","10","html-slider-response","40","2.1.0","1127720","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","5","5F","5","Audio item 5","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_5F_audio.webm","7","10","10","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_2/2j7bwre4ol_12T_audio.webm","null","audio-keyboard-response","41","2.1.1","1133527","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","12","12T","12","Audio item 12","T","true","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_12T_audio.webm","","","","","","",""
"truth_judgment","1258","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","5","html-slider-response","42","2.1.0","1134785","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","12","12T","12","Audio item 12","T","true","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_12T_audio.webm","7","5","5","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_2/ftqpxk732r_26T_audio.webm","null","audio-keyboard-response","43","2.1.1","1138315","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","26","26T","26","Audio item 26","T","true","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_26T_audio.webm","","","","","","",""
"truth_judgment","1802","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","8","html-slider-response","44","2.1.0","1140117","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","26","26T","26","Audio item 26","T","true","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_26T_audio.webm","7","8","8","0","14","definitely false","definitely true"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F2T_audio.webm","null","audio-keyboard-response","45","2.1.1","1146198","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F2","F2T","2","Audio item F2","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F2T_audio.webm","","","","","","",""
"truth_judgment","2365","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","8","html-slider-response","46","2.1.0","1148563","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F2","F2T","2","Audio item F2","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F2T_audio.webm","7","8","8","0","14","definitely false","definitely true"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F12T_audio.webm","null","audio-keyboard-response","47","2.1.1","1153782","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F12","F12T","12","Audio item F12","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F12T_audio.webm","","","","","","",""
"truth_judgment","1564","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","2","html-slider-response","48","2.1.0","1155347","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F12","F12T","12","Audio item F12","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F12T_audio.webm","7","2","2","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_2/ftqpxk732r_34F_audio.webm","null","audio-keyboard-response","49","2.1.1","1158937","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","34","34F","34","Audio item 34","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_34F_audio.webm","","","","","","",""
"truth_judgment","2277","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","9","html-slider-response","50","2.1.0","1161215","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","34","34F","34","Audio item 34","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_34F_audio.webm","7","9","9","0","14","definitely false","definitely true"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F8F_audio.webm","null","audio-keyboard-response","51","2.1.1","1167634","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F8","F8F","8","Audio item F8","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F8F_audio.webm","","","","","","",""
"truth_judgment","1244","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","8","html-slider-response","52","2.1.0","1168879","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F8","F8F","8","Audio item F8","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F8F_audio.webm","7","8","8","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_2/ftqpxk732r_10T_audio.webm","null","audio-keyboard-response","53","2.1.1","1173673","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","10","10T","10","Audio item 10","T","true","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_10T_audio.webm","","","","","","",""
"truth_judgment","1430","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","11","html-slider-response","54","2.1.0","1175104","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","10","10T","10","Audio item 10","T","true","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_10T_audio.webm","7","11","11","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_43F_audio.webm","null","audio-keyboard-response","55","2.1.1","1179670","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","43","43F","43","Audio item 43","F","false","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_43F_audio.webm","","","","","","",""
"truth_judgment","1630","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","3","html-slider-response","56","2.1.0","1181300","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","43","43F","43","Audio item 43","F","false","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_43F_audio.webm","7","3","3","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_7F_audio.webm","null","audio-keyboard-response","57","2.1.1","1186759","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","7","7F","7","Audio item 7","F","false","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_7F_audio.webm","","","","","","",""
"truth_judgment","1544","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","11","html-slider-response","58","2.1.0","1188304","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","7","7F","7","Audio item 7","F","false","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_7F_audio.webm","7","11","11","0","14","definitely false","definitely true"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F15F_audio.webm","null","audio-keyboard-response","59","2.1.1","1193989","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F15","F15F","15","Audio item F15","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F15F_audio.webm","","","","","","",""
"truth_judgment","1958","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","10","html-slider-response","60","2.1.0","1195948","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F15","F15F","15","Audio item F15","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F15F_audio.webm","7","10","10","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_2/ftqpxk732r_42F_audio.webm","null","audio-keyboard-response","61","2.1.1","1200692","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","42","42F","42","Audio item 42","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_42F_audio.webm","","","","","","",""
"truth_judgment","9060","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
      <p>Move the marker to the point on the line that best matches your judgment.</p>
      <p class=""truth-scale-instruction"">Left end: definitely false. Right end: definitely true.</p>
      <p class=""small-note"">Reaction time for this judgment is recorded automatically.</p>
    </div>
  ","12","html-slider-response","62","2.1.0","1209752","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","42","42F","42","Audio item 42","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/ftqpxk732r_42F_audio.webm","7","12","12","0","14","definitely false","definitely true"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F10F_audio.webm","null","audio-keyboard-response","63","2.1.1","1214757","qmzp17gt","1","accent_credibility_four_speakers","","","","","","","","F10","F10F","10","Audio item F10","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F10F_audio.webm","","","","","","",""
