"trial_name","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","participant_id","participant_id_source","prolific_pid","prolific_study_id","prolific_session_id","counterbalance_list","study_name","consented","confirmed_read_and_understood","success","timeout","failed_images","failed_audio","failed_video","view_history","fact_id","clip_code","item_number","statement_text","truth_code","truth_value","stimulus_set","is_filler","speaker_id","speaker_label","accent_group","audio_path","slider_start","participant_truth_rating_cm","participant_judgment","truth_scale_min_cm","truth_scale_max_cm","truth_scale_left_label","truth_scale_right_label","participant_difficulty_rating_cm","difficulty_scale_min_cm","difficulty_scale_max_cm","difficulty_scale_left_label","difficulty_scale_right_label"
"truth_judgment","3766","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","0","html-slider-response","16","2.1.0","117652","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","25","25F","25","Audio item 25","F","false","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_25F_audio.webm?v=2026-05-12-native2-refresh","7","0","0","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","3131","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","12","html-slider-response","17","2.1.0","120787","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","25","25F","25","Audio item 25","F","false","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_25F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","12","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F10F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","18","2.1.1","125230","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F10","F10F","10","Audio item F10","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F10F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","3622","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","0","html-slider-response","19","2.1.0","128856","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F10","F10F","10","Audio item F10","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F10F_audio.webm?v=2026-05-12-native2-refresh","7","0","0","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2243","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","14","html-slider-response","20","2.1.0","131104","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F10","F10F","10","Audio item F10","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F10F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","14","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_1/ha77v84840_22F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","21","2.1.1","136036","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","22","22F","22","Audio item 22","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_22F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","2579","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","12","html-slider-response","22","2.1.0","138619","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","22","22F","22","Audio item 22","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_22F_audio.webm?v=2026-05-12-native2-refresh","7","12","12","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","3281","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","14","html-slider-response","23","2.1.0","141904","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","22","22F","22","Audio item 22","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_22F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","14","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_32T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","24","2.1.1","145987","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","32","32T","32","Audio item 32","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_32T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","2597","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","6","html-slider-response","25","2.1.0","148589","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","32","32T","32","Audio item 32","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_32T_audio.webm?v=2026-05-12-native2-refresh","7","6","6","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","3923","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","11","html-slider-response","26","2.1.0","152516","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","32","32T","32","Audio item 32","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_32T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","11","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_2/6nhu1nbwba_11F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","27","2.1.1","158701","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","11","11F","11","Audio item 11","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_11F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","4745","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","12","html-slider-response","28","2.1.0","163449","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","11","11F","11","Audio item 11","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_11F_audio.webm?v=2026-05-12-native2-refresh","7","12","12","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2582","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","14","html-slider-response","29","2.1.0","166036","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","11","11F","11","Audio item 11","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_11F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","14","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_1/ha77v84840_38F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","30","2.1.1","170414","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","38","38F","38","Audio item 38","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_38F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","4150","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","14","html-slider-response","31","2.1.0","174567","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","38","38F","38","Audio item 38","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_38F_audio.webm?v=2026-05-12-native2-refresh","7","14","14","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2248","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","14","html-slider-response","32","2.1.0","176820","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","38","38F","38","Audio item 38","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_38F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","14","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F13T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","33","2.1.1","180237","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F13","F13T","13","Audio item F13","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F13T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","2326","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","7","html-slider-response","34","2.1.0","182567","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F13","F13T","13","Audio item F13","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F13T_audio.webm?v=2026-05-12-native2-refresh","7","7","7","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2213","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","9","html-slider-response","35","2.1.0","184784","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F13","F13T","13","Audio item F13","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F13T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","9","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/non_native_2/2j7bwre4ol_37F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","36","2.1.1","188686","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","37","37F","37","Audio item 37","F","false","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_37F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","1833","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","14","html-slider-response","37","2.1.0","190523","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","37","37F","37","Audio item 37","F","false","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_37F_audio.webm?v=2026-05-12-native2-refresh","7","14","14","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2044","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","14","html-slider-response","38","2.1.0","192571","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","37","37F","37","Audio item 37","F","false","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_37F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","14","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_1/ha77v84840_14F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","39","2.1.1","199768","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","14","14F","14","Audio item 14","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_14F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","1908","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","0","html-slider-response","40","2.1.0","201680","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","14","14F","14","Audio item 14","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_14F_audio.webm?v=2026-05-12-native2-refresh","7","0","0","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2326","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","14","html-slider-response","41","2.1.0","204010","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","14","14F","14","Audio item 14","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_14F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","14","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F6F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","42","2.1.1","209422","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F6","F6F","6","Audio item F6","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F6F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","3009","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","5","html-slider-response","43","2.1.0","212435","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F6","F6F","6","Audio item F6","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F6F_audio.webm?v=2026-05-12-native2-refresh","7","5","5","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","3116","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","14","html-slider-response","44","2.1.0","215556","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F6","F6F","6","Audio item F6","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F6F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","14","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_20T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","45","2.1.1","221262","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","20","20T","20","Audio item 20","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_20T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","9350","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","5","html-slider-response","46","2.1.0","230616","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","20","20T","20","Audio item 20","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_20T_audio.webm?v=2026-05-12-native2-refresh","7","5","5","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","3931","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","8","html-slider-response","47","2.1.0","234552","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","20","20T","20","Audio item 20","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_20T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","8","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F12T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","48","2.1.1","239235","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F12","F12T","12","Audio item F12","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F12T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","2672","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","3","html-slider-response","49","2.1.0","241912","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F12","F12T","12","Audio item F12","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F12T_audio.webm?v=2026-05-12-native2-refresh","7","3","3","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2615","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","14","html-slider-response","50","2.1.0","244531","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","F12","F12T","12","Audio item F12","T","true","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F12T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","14","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_1/ha77v84840_34T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","51","2.1.1","248494","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","34","34T","34","Audio item 34","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_34T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","2102","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","0","html-slider-response","52","2.1.0","250600","69f2b5f676aaf78f77d69d16","prolific","69f2b5f676aaf78f77d69d16","6a06508679bbd857881fcea0","6a0657cdf487e157baa5f092","4","accent_credibility_four_speakers","","","","","","","","","34","34T","34","Audio item 34","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_34T_audio.webm?v=2026-05-12-native2-refresh","7","0","0","0","14","definitely false","definitely true","","","","",""
