"trial_name","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","participant_id","participant_id_source","prolific_pid","prolific_study_id","prolific_session_id","counterbalance_list","study_name","consented","confirmed_read_and_understood","success","timeout","failed_images","failed_audio","failed_video","view_history","fact_id","clip_code","item_number","statement_text","truth_code","truth_value","stimulus_set","is_filler","speaker_id","speaker_label","accent_group","audio_path","slider_start","participant_truth_rating_cm","participant_judgment","truth_scale_min_cm","truth_scale_max_cm","truth_scale_left_label","truth_scale_right_label","participant_difficulty_rating_cm","difficulty_scale_min_cm","difficulty_scale_max_cm","difficulty_scale_left_label","difficulty_scale_right_label"
"truth_judgment","5489","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","9","html-slider-response","16","2.1.0","256799","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","18","18F","18","Audio item 18","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_18F_audio.webm?v=2026-05-12-native2-refresh","7","9","9","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","4479","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","0","html-slider-response","17","2.1.0","261280","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","18","18F","18","Audio item 18","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_18F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","0","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_2/6nhu1nbwba_15F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","18","2.1.1","267755","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","15","15F","15","Audio item 15","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_15F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","4194","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","8","html-slider-response","19","2.1.0","271953","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","15","15F","15","Audio item 15","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_15F_audio.webm?v=2026-05-12-native2-refresh","7","8","8","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2873","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","1","html-slider-response","20","2.1.0","274828","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","15","15F","15","Audio item 15","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_15F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","1","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_32T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","21","2.1.1","278906","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","32","32T","32","Audio item 32","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_32T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","7042","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","7","html-slider-response","22","2.1.0","285951","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","32","32T","32","Audio item 32","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_32T_audio.webm?v=2026-05-12-native2-refresh","7","7","7","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","7303","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","6","html-slider-response","23","2.1.0","293257","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","32","32T","32","Audio item 32","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_32T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","6","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_2/6nhu1nbwba_47F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","24","2.1.1","297524","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","47","47F","47","Audio item 47","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_47F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","3700","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","11","html-slider-response","25","2.1.0","301225","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","47","47F","47","Audio item 47","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_47F_audio.webm?v=2026-05-12-native2-refresh","7","11","11","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","4673","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","0","html-slider-response","26","2.1.0","305901","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","47","47F","47","Audio item 47","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_47F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","0","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/non_native_2/2j7bwre4ol_45T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","27","2.1.1","310336","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","45","45T","45","Audio item 45","T","true","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_45T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","3990","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","7","html-slider-response","28","2.1.0","314330","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","45","45T","45","Audio item 45","T","true","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_45T_audio.webm?v=2026-05-12-native2-refresh","7","7","7","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","5154","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","8","html-slider-response","29","2.1.0","319487","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","45","45T","45","Audio item 45","T","true","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_45T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","8","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_8T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","30","2.1.1","325305","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","8","8T","8","Audio item 8","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_8T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","4584","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","12","html-slider-response","31","2.1.0","329891","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","8","8T","8","Audio item 8","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_8T_audio.webm?v=2026-05-12-native2-refresh","7","12","12","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","3906","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","2","html-slider-response","32","2.1.0","333800","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","8","8T","8","Audio item 8","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_8T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","2","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_2/6nhu1nbwba_35F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","33","2.1.1","339316","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","35","35F","35","Audio item 35","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_35F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","5520","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","6","html-slider-response","34","2.1.0","344839","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","35","35F","35","Audio item 35","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_35F_audio.webm?v=2026-05-12-native2-refresh","7","6","6","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","3046","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","0","html-slider-response","35","2.1.0","347887","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","35","35F","35","Audio item 35","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_35F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","0","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/filler_talker/7brghu4wnv_F7F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","36","2.1.1","353586","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","F7","F7F","7","Audio item F7","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F7F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","5934","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","4","html-slider-response","37","2.1.0","359523","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","F7","F7F","7","Audio item F7","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F7F_audio.webm?v=2026-05-12-native2-refresh","7","4","4","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","9103","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","0","html-slider-response","38","2.1.0","368628","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","F7","F7F","7","Audio item F7","F","false","filler","true","filler_talker","Filler Talker","filler","audio/filler_talker/7brghu4wnv_F7F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","0","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_1/ha77v84840_30T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","39","2.1.1","372706","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","30","30T","30","Audio item 30","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_30T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","5355","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","7","html-slider-response","40","2.1.0","378064","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","30","30T","30","Audio item 30","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_30T_audio.webm?v=2026-05-12-native2-refresh","7","7","7","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2913","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","0","html-slider-response","41","2.1.0","380980","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","30","30T","30","Audio item 30","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_30T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","0","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_1/ha77v84840_42T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","42","2.1.1","386616","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","42","42T","42","Audio item 42","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_42T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","7816","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","13","html-slider-response","43","2.1.0","394435","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","42","42T","42","Audio item 42","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_42T_audio.webm?v=2026-05-12-native2-refresh","7","13","13","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","9801","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","0","html-slider-response","44","2.1.0","404238","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","42","42T","42","Audio item 42","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_42T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","0","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_1/ha77v84840_2F_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","45","2.1.1","409037","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","2","2F","2","Audio item 2","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_2F_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","13756","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","5","html-slider-response","46","2.1.0","422796","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","2","2F","2","Audio item 2","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_2F_audio.webm?v=2026-05-12-native2-refresh","7","5","5","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","3108","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","0","html-slider-response","47","2.1.0","425906","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","2","2F","2","Audio item 2","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_2F_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","0","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_1/ha77v84840_22T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","48","2.1.1","430346","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","22","22T","22","Audio item 22","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_22T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","8111","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","9","html-slider-response","49","2.1.0","438459","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","22","22T","22","Audio item 22","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_22T_audio.webm?v=2026-05-12-native2-refresh","7","9","9","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","3690","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","0","html-slider-response","50","2.1.0","442152","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","22","22T","22","Audio item 22","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_22T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","0","0","14","Very easy","Very difficult"
"audio_presentation","null","audio/native_1/ha77v84840_26T_audio.webm?v=2026-05-12-native2-refresh","null","audio-keyboard-response","51","2.1.1","446657","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","26","26T","26","Audio item 26","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_26T_audio.webm?v=2026-05-12-native2-refresh","","","","","","","","","","","",""
"truth_judgment","5436","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","5","html-slider-response","52","2.1.0","452096","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","26","26T","26","Audio item 26","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_26T_audio.webm?v=2026-05-12-native2-refresh","7","5","5","0","14","definitely false","definitely true","","","","",""
"speaker_difficulty_rating","2894","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How easy or difficult was this speaker to understand?</div>
    </div>
  ","0","html-slider-response","53","2.1.0","454991","697cba859657746d4f1eb64f","prolific","697cba859657746d4f1eb64f","6a06508679bbd857881fcea0","6a0651c94af7038dbbf5b31e","4","accent_credibility_four_speakers","","","","","","","","","26","26T","26","Audio item 26","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_26T_audio.webm?v=2026-05-12-native2-refresh","7","","","","","","","0","0","14","Very easy","Very difficult"
